Année;"Diesel  (%)";"Essence  (%)";"Hybride essence  (%)";"Hybride Diesel  (%)";"Electrique  (%)";"GPL  (%)";"GNV  (%)";"Superéthanol E85  (%)";"Hybrides rechargeables  (%)"
2019;34,12;57,89;4,33;0,50;1,93;0,09;0,01;0,29;0,84

"Source : AAA"
"Exporté le : 12/03/2020 à 17:22:29"
